Candidate,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Expenditure Type,Amount,Purpose,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter
"Repke, John  L",03/16/2022 to 04/15/2022,C5,04/07/2022,Birds and Beasleys,,,,2 S Last Chance Gulch,Helena,MT,59601.0,,2.0,6.6,Purchase of 3 postcards @$1 and 6 postage stamps @ $0.40 for campaign purposes,PM,,,,N,,,
"Repke, John  L",03/16/2022 to 04/15/2022,C5,04/06/2022,Prosperi Community Consulting Group,,,,PO Box 7372,Missoula,MT,59807.0,,2.0,198.62,Fee for ordering and receiving yard signs,,,,,,,,
"Repke, John  L",03/16/2022 to 04/15/2022,C5,,PM,,,,N,,,,,,,,,,,,,,,
"Repke, John  L",03/16/2022 to 04/15/2022,C5,04/07/2022,DoubleTree Helena,,,DoubleTree Hotel,22 N Last Chance Gulch,Helena,MT,59601.0,,2.0,588.23,Hotel for 3 nights (4/4-6/2022) while in Helena conducting campaign activities,,,,,,,,
"Repke, John  L",03/16/2022 to 04/15/2022,C5,,PM,,,,N,,,,,,,,,,,,,,,
"Repke, John  L",03/16/2022 to 04/15/2022,C5,04/06/2022,Prosperi Community Consulting Group,,,,PO Box 7372,Missoula,MT,59807.0,,2.0,2064.81,Purchase of 250 yard signs,,,,,,,,
"Repke, John  L",03/16/2022 to 04/15/2022,C5,,PM,,,,N,,,,,,,,,,,,,,,
"Repke, John  L",01/01/2022 to 03/15/2022,C5,03/14/2022,Secretary of State,,,,"Montana Capitol, 1301 6th Avenue",Helena,MT,59620.0,,2,1124.43,Filing fee,PM,,,,N,,,
"Repke, John  L",01/01/2022 to 03/15/2022,C5,03/10/2022,Video Tech Montana LLC,,,,1069 Creekwood Drive,Whitefish,MT,59937.0,,2,157.58,Fee for HostGator web hosting service for campaign website for period of one year commencing 3/10/2022,PM,,,,N,,,
"Repke, John  L",01/01/2022 to 03/15/2022,C5,03/10/2022,US Postal Service,,,,424 Baker Ave,Whitefish,MT,59937.0,,2,116.0,Fee to rent mailbox for campaign activities for period 3/10-8/31/2022,PM,,,,N,,,
